85.994760	49.453443
24.087213	85.386846
6.878475	90.191096
64.942156	99.945389
36.429159	40.644306
95.368727	78.560816
64.499072	50.804837
72.550389	10.468166
25.474058	83.304401
43.434468	46.560195
16.421971	21.444525
69.447160	52.522040
67.278633	49.133358
93.361135	21.544049
84.250883	79.411316
30.852854	12.409939
76.631522	25.773868
70.963085	39.557877
84.037820	25.238910
51.721046	45.100898
40.103791	2.209916
65.118963	44.197430
43.787696	41.705103
20.432584	21.598190
72.182094	13.964714
13.927271	60.120821
10.530238	63.572447
71.026955	59.446531
49.306672	5.948962
58.739519	27.126483
81.421523	87.812390
95.128547	85.820765
85.244020	33.395508
99.883512	23.923705
92.796293	91.538268
52.449713	51.076890
39.242415	73.214598
53.924951	78.890245
39.213366	38.499786
28.370655	9.362775
75.942395	88.704755
74.248067	20.030133
61.261784	79.346043
68.889605	42.514907
41.482440	4.288807
24.184329	14.951056
8.082991	49.992095
94.056615	64.230589
23.513910	57.088436
82.057527	8.425195
83.145588	61.875893
34.739167	50.682468
14.028087	45.595770
7.266988	77.203289
76.120695	45.350666
39.722734	42.194972
42.126069	16.354171
58.145296	71.708312
38.396515	71.591723
59.333577	63.164176
75.249876	32.578508
54.873136	10.992321
79.450016	73.925310
17.799349	97.543987
4.045567	36.523012
64.970508	91.423101
5.820555	58.130513
72.663688	5.771759
39.240982	68.447410
46.442056	84.105581
71.803827	88.140357
70.453488	15.313633
74.593959	75.212900
51.521924	27.121280
64.035963	14.045060
20.117585	31.431764
69.597923	3.524611
28.044872	85.132553
54.909957	80.562630
1.112774	26.196370
28.191159	11.149324
27.334543	37.255539
94.874687	94.577433
30.440325	14.333819
57.490647	68.765739
57.863029	96.730338
92.258619	1.699016
28.686150	20.241557
41.120140	44.634479
74.112717	82.979995
34.172152	99.278635
19.466757	95.871780
25.266090	74.998961
86.618498	56.442068
68.558329	51.715951
11.507852	16.914735
32.400666	61.796463
10.316653	22.210138
18.724383	57.567209
19.981901	48.592268
76.506402	34.967915
93.709305	5.861874
85.418363	94.958747
71.188999	84.303728
33.406029	66.931524
95.582828	59.132365
61.662269	88.618894
85.435744	63.570320
22.150782	33.784983
49.682661	54.826874
61.860421	15.745539
83.464867	10.314379
86.925158	67.799000
15.537337	90.020613
77.765892	67.573501
10.955959	41.099151
82.879373	98.858539
63.412763	21.957726
91.215805	84.192325
84.033234	57.738464
49.262589	99.721107
41.198958	32.300998
70.688078	69.934084
28.064170	27.290412
92.847453	11.958732
60.099697	80.086170
71.133988	78.078337
1.900320	50.391927
