48.092403	24.656093
88.740520	37.884496
81.517203	48.936639
79.289582	5.063092
16.561436	52.534843
88.721289	73.269293
75.366227	4.116156
3.770313	34.249912
51.020003	96.099060
27.740719	75.847797
57.616503	29.418767
2.479757	47.107986
89.584177	8.053886
19.769349	87.716948
51.734950	32.396494
52.389961	25.525485
18.149090	18.834719
87.596057	92.217693
20.414180	46.673104
18.820612	68.318663
1.156972	2.232424
70.140247	31.549130
11.651688	6.607928
39.990429	10.898785
21.135321	4.346658
10.217660	20.725247
23.322499	49.111611
57.263004	24.396760
55.962999	21.210504
23.770228	75.966629
42.257862	70.677471
65.389597	62.374917
26.729408	2.947517
11.297915	1.587198
95.974949	42.533282
13.815406	30.174403
49.023839	13.392505
22.278592	44.171785
25.326021	75.897650
7.018986	70.780858
46.646629	22.564922
80.737181	96.740227
72.376194	45.737422
59.113527	5.478943
28.212402	32.436836
27.954355	14.904790
78.841285	70.532964
23.311985	21.043710
88.595599	50.148587
44.111192	18.537584
63.388483	64.740072
15.384428	87.350911
15.523410	99.319288
88.928230	26.769359
65.274363	64.652616
68.948666	2.816258
44.463318	53.765002
48.047666	78.742468
38.387847	70.720340
70.587662	42.440695
35.238094	87.122045
35.446113	40.161788
12.851240	31.508659
9.821184	25.690638
41.501099	21.022479
38.087220	54.575975
27.899845	6.793398
49.816310	15.944626
27.913447	21.498141
14.108439	75.412675
73.452246	77.909909
94.905299	76.370392
79.381028	58.334369
58.193545	17.983635
55.249020	49.591588
82.136472	7.107814
80.354279	8.785073
64.927260	89.688185
89.485992	35.479262
34.235891	79.484581
69.858684	95.805571
10.736715	89.674076
65.517994	7.481051
81.664177	9.991323
83.425559	25.108615
9.678373	83.935259
98.228757	39.936149
19.587722	56.377471
2.132084	9.082496
16.483518	73.395955
61.312489	48.830710
96.731628	35.220250
67.522907	19.257945
78.044939	65.134862
12.604447	68.744084
97.631356	40.385996
68.281373	68.604788
23.583857	21.858689
68.934517	67.426767
66.206432	21.781753
6.741344	73.005241
81.700394	64.542385
95.580401	19.956078
59.855213	92.884479
96.324915	26.037124
3.452304	94.603336
27.178682	50.378141
45.840973	21.743273
47.709255	44.277522
51.619080	90.068801
87.632364	86.413518
12.786880	67.372119
62.452350	78.062781
29.445277	39.278169
14.924061	95.319057
83.515965	2.493708
41.834242	67.627590
9.142355	20.846978
39.257331	47.287299
26.202762	13.608827
26.846838	89.661039
72.109556	49.011374
16.395865	73.350151
50.576390	29.052165
98.019860	48.404797
40.277549	97.000951
63.153596	89.589005
85.506118	55.462404
